first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
James,McAtee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Erling,Haaland,36,9,272,2767,26,371.0,1390.0,1825.0,40,1040,358.1,13,0,5,78.4,124,FWD
Julián,Álvarez,9,3,103,1448,16,286.5,434.2,569.0,14,393,129.0,5,0,0,7.7,61,FWD
Luke,Mbete-Tabu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Josh,Wilson-Esbrand,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,38,DEF
Liam,Delap,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,FWD
Stefan,Ortega Moreno,0,0,23,270,1,0.0,116.8,0.0,5,90,11.7,2,0,0,1.5,37,GK
Kalvin,Phillips,0,0,14,291,3,54.4,50.0,22.0,0,68,12.7,1,0,1,0.1,48,MID
Scott,Carson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,GK
Rico,Lewis,0,0,29,900,8,189.3,129.4,44.0,0,168,36.3,2,0,1,1.1,38,DEF
Sergio,Gómez,0,1,21,340,6,80.5,76.2,30.0,1,83,18.7,1,0,0,0.1,44,DEF
Claudio,Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ben,Knight,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Manuel,Akanji,0,1,82,2284,23,146.5,385.6,180.0,5,460,71.4,7,0,2,3.6,51,DEF
Máximo,Perrone,0,0,1,18,1,2.6,1.0,4.0,0,4,0.8,0,0,0,0.0,44,MID
Alex,Robertson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Shea,Charles,0,0,1,27,1,0.9,13.8,0.0,0,3,1.5,0,0,0,0.0,45,MID
Nico,O'Reilly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jack,Butland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,GK
Cristiano Ronaldo,dos Santos Aveiro,1,0,20,519,8,83.2,63.8,218.0,3,42,35.6,3,0,2,1.9,102,FWD
David,De Gea Quintana,0,0,161,3420,43,13.0,828.0,0.0,5,729,84.3,17,0,0,15.8,51,GK
Phil,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,38,DEF
Raphaël,Varane,0,0,77,1912,22,74.0,387.0,124.0,2,392,58.8,10,0,1,3.1,48,DEF
Harry,Maguire,0,0,39,762,7,20.8,193.0,55.0,2,201,26.9,5,0,4,0.4,47,DEF
Frederico,Rodrigues de Paula Santos,2,3,62,1228,22,393.7,316.2,225.0,2,272,93.4,4,0,6,0.5,51,MID
Luke,Shaw,1,4,124,2552,35,547.7,572.8,118.0,20,626,124.2,12,0,8,19.2,53,DEF
Bruno,Borges Fernandes,8,9,176,3317,39,1603.7,1004.2,982.0,23,748,359.3,18,0,6,13.3,95,MID
Alex,Telles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF
Marcus,Rashford,17,7,205,2880,39,462.5,892.2,1466.0,21,530,282.2,13,0,2,37.8,72,MID
Donny,van de Beek,0,0,8,162,3,40.2,11.2,54.0,0,21,10.5,0,0,0,0.1,51,MID
Victor,Lindelöf,0,0,57,1359,16,54.7,280.4,19.0,3,327,35.6,6,0,1,1.6,41,DEF
Scott,McTominay,1,0,36,1149,20,123.2,247.0,156.0,2,146,52.2,4,0,8,0.2,49,MID
Eric,Bailly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF
Jadon,Sancho,6,3,105,1683,18,571.6,433.8,426.0,8,375,143.2,13,0,0,3.3,71,MID
Aaron,Wan-Bissaka,0,0,67,1432,10,221.9,290.4,143.0,3,308,65.5,8,0,2,1.8,43,DEF
Diogo,Dalot Teixeira,1,2,102,2152,34,421.4,483.8,283.0,19,502,118.8,10,0,6,6.3,48,DEF
Brandon,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.8,37,DEF
Anthony,Elanga,0,1,23,417,2,78.8,52.4,162.0,0,53,28.7,2,0,0,0.4,46,MID
Anthony,Martial,6,3,66,970,8,179.5,305.6,376.0,4,230,85.5,7,0,0,2.9,63,FWD
Facundo,Pellistri Rebollo,0,0,4,60,1,1.8,7.4,2.0,0,14,1.0,0,0,0,0.0,43,MID
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,GK
Tyrell,Malacia,0,0,62,1391,14,148.8,223.6,79.0,8,287,45.3,7,0,6,1.9,42,DEF
Christian,Eriksen,1,9,103,2046,25,575.2,425.4,344.0,8,426,134.4,13,0,3,2.5,62,MID
Lisandro,Martínez,1,0,81,2113,33,110.4,571.8,82.0,6,481,76.7,9,0,6,4.7,44,DEF
Amad,Diallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Zidane,Iqbal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,MID
Alejandro,Garnacho,3,2,39,557,13,61.7,157.6,287.0,0,81,50.7,0,0,3,1.5,41,MID
Carlos Henrique,Casimiro,4,3,87,2122,22,418.8,644.0,299.0,10,389,136.3,10,2,7,2.4,49,MID
Antony Matheus,dos Santos,4,2,82,1803,21,421.0,322.0,633.0,4,262,137.1,12,0,5,3.4,73,MID
Matej,Kovár,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Kobbie,Mainoo,0,0,1,10,0,0.8,5.8,6.0,0,2,1.3,0,0,0,0.0,45,MID
Nathan,Bishop,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Shola,Shoretire,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Rhys,Bennett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Wout,Weghorst,0,1,24,790,11,183.7,97.6,144.0,0,56,42.4,4,0,1,0.3,54,FWD
Marcel,Sabitzer,0,1,25,622,7,138.9,100.4,84.0,0,98,32.5,5,0,1,0.1,47,MID
Marc,Jurado Gomez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Anthony,Gordon,4,0,68,1574,18,226.6,311.2,550.0,5,186,108.8,4,0,7,0.9,51,MID
Matt,Ritchie,0,0,7,35,0,17.2,8.8,2.0,0,24,2.8,0,0,0,0.1,42,DEF
Federico,Fernández,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Ciaran,Clark,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Karl,Darlow,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK
Martin,Dubravka,0,0,11,156,1,0.0,54.0,0.0,1,49,5.4,1,0,0,0.4,41,GK
Callum,Wilson,18,6,157,1870,16,271.3,722.2,1022.0,20,526,200.9,10,0,4,17.2,73,FWD
Kieran,Trippier,1,9,198,3342,31,1824.0,908.2,123.0,39,941,285.8,16,0,5,62.4,60,DEF
Dan,Burn,1,0,129,3109,30,230.4,555.0,265.0,6,584,105.3,14,0,5,4.3,45,DEF
Ryan,Fraser,0,0,11,308,3,74.0,26.8,70.0,0,39,17.2,1,0,1,0.1,52,MID
Jamaal,Lascelles,0,0,3,214,5,0.9,42.6,13.0,0,22,5.4,0,0,4,0.1,43,DEF
Dwight,Gayle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Paul,Dummett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF
Javier,Manquillo Gaitán,0,0,4,34,1,5.5,12.0,2.0,0,19,2.0,0,0,0,0.1,42,DEF
Emil,Krafth,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,43,DEF
Jacob,Murphy,4,2,78,1230,12,302.5,275.0,410.0,2,240,98.9,3,0,0,3.2,42,MID
Fabian,Schär,1,3,139,3207,28,264.7,680.8,523.0,6,617,147.1,15,0,7,14.4,51,DEF
Matt,Targett,0,0,35,600,6,142.4,112.4,8.0,2,157,26.3,3,0,1,0.5,47,DEF
Allan,Saint-Maximin,1,6,66,1109,14,397.4,284.8,381.0,4,240,106.5,4,0,1,3.1,61,MID
Miguel,Almirón Rejala,11,4,158,2487,22,426.4,611.8,892.0,15,511,193.3,15,0,2,12.8,54,MID
Sean,Longstaff,1,5,93,2514,18,372.0,385.2,408.0,2,347,116.8,13,0,2,1.0,43,MID
Joelinton Cássio,Apolinário de Lira,6,5,115,2660,26,413.1,603.4,655.0,10,458,167.3,11,0,12,2.0,60,MID
Jamal,Lewis,0,0,2,9,1,1.0,1.0,4.0,0,6,0.6,0,0,0,0.1,44,DEF
Joe,Willock,3,7,123,2556,26,547.0,520.8,680.0,11,415,174.9,12,0,1,1.2,47,MID
Bruno,Guimarães Rodriguez Moura,4,5,107,2727,25,646.1,630.8,286.0,5,438,156.6,12,0,7,2.9,55,MID
Jeff,Hendrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Nick,Pope,0,0,157,3261,32,20.0,709.6,0.0,14,678,72.9,14,1,3,18.0,54,GK
Sven,Botman,0,2,129,3127,30,120.3,583.0,303.0,8,666,101.0,13,0,2,6.9,45,DEF
Elliot,Anderson,0,1,30,395,7,129.9,98.8,186.0,2,93,41.5,1,0,0,0.1,43,MID
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,38,DEF
Alexander,Isak,10,2,100,1520,20,246.1,483.4,724.0,18,353,145.2,4,0,3,12.7,70,FWD
Loris,Karius,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Lewis,Miley,0,0,1,14,0,0.4,0.0,1.0,0,2,0.0,0,0,0,0.0,45,MID
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Neco,Williams,1,1,54,1872,41,257.3,372.2,209.0,1,284,84.0,4,0,7,12.1,38,DEF
Jonjo,Shelvey,0,0,16,573,11,102.1,55.6,11.0,0,67,16.3,1,0,2,0.0,48,MID
Chris,Wood,3,0,53,807,9,82.1,145.2,169.0,7,163,39.3,4,0,0,0.5,56,FWD
Harry,Arter,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,41,MID
Steve,Cook,0,0,20,956,21,39.3,177.4,28.0,0,149,24.4,2,0,4,0.1,43,DEF
Lyle,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.2,41,FWD
Jack,Colback,0,0,14,492,11,33.7,62.0,2.0,0,73,9.9,0,0,0,0.7,41,MID
Brice,Samba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Carlos,Ribeiro Dias,0,0,1,6,0,0.1,2.4,0.0,0,3,0.3,0,0,0,0.3,42,MID
Joe,Lolley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Scott,McKenna,0,0,40,1570,32,93.9,278.8,46.0,0,275,41.8,5,0,4,0.1,44,DEF
Mohamed,Dräger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Ryan,Yates,0,3,53,1833,36,103.3,215.0,233.0,0,177,54.5,5,0,5,0.0,50,MID
Joe,Worrall,1,0,61,2215,44,66.6,502.2,111.0,2,366,67.5,5,0,6,0.1,42,DEF
Jonathan,Panzo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Xande,Nascimento da Costa Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Sam,Surridge,1,0,26,306,5,16.2,61.4,92.0,3,61,15.9,0,0,2,0.7,46,FWD
Richie,Laryea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Loïc,Mbe Soh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,DEF
Brennan,Johnson,8,5,122,2930,54,374.4,480.6,733.0,15,384,158.1,7,0,6,1.6,55,FWD
Alex,Mighten,0,0,1,7,0,0.3,0.0,0.0,0,1,0.0,0,0,0,0.0,49,MID
Braian,Ojeda Rodríguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Taiwo,Awoniyi,10,1,100,1395,29,140.1,416.2,405.0,16,320,95.6,5,0,2,1.2,56,FWD
Dean,Henderson,0,0,82,1620,31,0.0,474.4,0.0,12,367,47.5,6,0,2,5.2,46,GK
Giulian,Biancone,0,0,2,15,1,0.0,6.8,0.0,0,9,0.7,0,0,0,0.0,42,DEF
Willy,Boly,0,1,37,684,10,11.8,155.0,41.0,7,147,21.0,3,0,2,0.1,41,DEF
Morgan,Gibbs-White,5,12,145,3151,61,980.2,611.4,628.0,11,479,221.8,8,0,6,1.3,55,MID
Moussa,Niakhaté,0,0,25,1163,22,15.6,183.4,61.0,0,141,26.0,2,0,1,0.0,43,DEF
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Wayne,Hennessey,0,0,8,271,5,0.0,77.4,0.0,0,46,7.8,0,0,0,1.4,39,GK
Harry,Toffolo,0,0,30,933,17,93.6,153.0,67.0,1,134,31.2,2,0,2,0.1,43,DEF
Lewis,O'Brien,1,0,22,578,14,56.4,107.8,47.0,0,88,21.1,1,0,2,0.0,47,MID
Jesse,Lingard,0,1,33,918,17,151.9,50.6,127.0,0,93,32.9,5,0,1,1.1,54,MID
Orel,Mangala,1,1,50,1543,24,62.0,199.4,75.0,0,190,33.6,5,0,3,0.0,49,MID
Oliver,Hammond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,MID
Remo,Freuler,0,0,54,2157,47,174.7,272.2,54.0,0,267,50.3,6,0,4,0.0,49,MID
Cheikhou,Kouyaté,1,0,35,871,23,83.1,162.4,81.0,2,144,32.6,2,0,3,0.1,44,MID
Emmanuel,Dennis,2,2,39,709,17,97.6,169.6,293.0,3,113,55.7,1,0,3,0.1,56,FWD
Renan Augusto,Lodi dos Santos,0,2,56,2211,48,208.9,319.2,97.0,3,363,62.6,5,0,7,0.2,43,DEF
Loïc,Badé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Serge,Aurier,1,0,70,1943,31,168.9,437.6,117.0,8,336,72.5,6,0,2,0.3,43,DEF
Dale,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Jordan,Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Gustavo Henrique,Furtado Scarpa,0,0,5,177,1,17.3,15.0,25.0,0,16,5.7,0,0,1,0.0,46,MID
Danilo,dos Santos de Oliveira,3,2,48,976,18,108.1,253.8,113.0,5,178,47.1,1,0,1,0.2,45,MID
Keylor,Navas,0,0,43,1530,32,0.0,387.6,0.0,5,273,38.7,2,0,2,0.8,45,GK
Felipe Augusto,de Almeida Monteiro,0,1,25,1417,32,79.5,379.0,130.0,3,233,59.0,1,0,4,0.1,45,DEF
André,Ayew,0,0,11,306,10,17.4,34.0,53.0,0,27,10.5,0,0,1,0.0,50,MID
George,Shelvey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Ainsley,Maitland-Niles,0,1,38,1400,31,159.2,280.2,23.0,0,202,46.0,3,0,3,0.0,48,MID
Roméo,Lavia,1,1,57,2219,50,247.5,347.6,46.0,0,317,64.5,4,0,9,0.2,45,MID
Theo,Walcott,2,2,49,1123,30,202.8,189.8,209.0,1,140,60.0,2,0,1,0.0,48,MID
Alex,McCarthy,0,0,8,540,17,0.0,106.2,0.0,0,83,10.6,0,0,0,0.1,43,GK
Oriol,Romeu Vidal,0,0,2,74,4,3.8,6.2,2.0,0,9,1.2,0,0,0,0.0,48,MID
Nathan,Redmond,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,53,MID
Stuart,Armstrong,2,2,57,1391,34,297.1,236.4,267.0,2,221,80.3,1,0,6,0.1,47,MID
Mohamed,Elyounoussi,1,1,62,2162,45,303.1,289.8,424.0,0,218,101.5,2,0,4,0.1,51,MID
James,Ward-Prowse,9,4,142,3371,72,1165.6,942.6,343.0,18,747,245.2,4,0,6,4.9,61,MID
Adam,Armstrong,2,1,54,1321,24,148.8,176.2,292.0,3,161,60.7,1,0,2,0.7,53,FWD
Kyle,Walker-Peters,1,0,56,2650,58,279.5,420.6,219.0,2,335,91.9,3,0,4,0.6,44,DEF
Jan,Bednarek,0,0,32,1770,40,38.7,445.6,47.0,2,321,53.2,3,0,5,0.2,41,DEF
Che,Adams,5,5,94,1987,41,336.4,340.4,583.0,9,262,124.6,4,0,1,0.8,60,FWD
Nathan,Tella,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Lyanco,Silveira Neves Vojnovic,1,1,29,1173,26,62.9,355.6,114.0,0,209,53.4,0,0,4,0.0,44,DEF
Yan,Valery,0,0,0,45,2,0.9,4.0,0.0,0,1,0.5,0,0,0,0.3,40,DEF
Will,Smallbone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ibrahima,Diallo,0,0,19,813,19,66.0,85.4,28.0,0,95,17.7,0,0,4,0.4,41,MID
Romain,Perraud,2,2,71,1828,35,251.8,360.6,298.0,5,304,90.9,4,0,4,0.4,40,DEF
Moussa,Djenepo,0,2,27,702,14,123.2,141.8,70.0,0,117,33.7,0,0,1,0.1,49,MID
Tino,Livramento,0,0,2,26,0,0.3,14.2,0.0,0,13,1.5,0,0,0,0.0,44,DEF
Mohammed,Salisu,0,1,33,1971,41,109.7,537.4,167.0,2,305,81.5,1,0,5,0.1,42,DEF
Mateusz,Lis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Gavin,Bazunu,0,0,84,2880,56,10.0,633.0,0.0,3,485,64.2,4,0,0,0.6,44,GK
Armel,Bella-Kotchap,0,2,49,1881,39,76.4,422.4,105.0,5,345,60.6,3,0,4,0.2,45,DEF
Willy,Caballero,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,38,GK
Joe,Ayodele-Aribo,2,0,46,1219,24,137.1,209.6,366.0,3,161,71.5,1,0,2,0.3,50,MID
Sékou,Mara,1,2,32,538,10,77.5,104.8,169.0,0,90,33.9,0,0,1,0.1,53,FWD
Juan,Larios López,0,0,4,150,2,7.8,27.6,4.0,0,28,3.9,0,0,0,0.0,40,DEF
Duje,Caleta-Car,1,0,28,942,15,16.2,262.4,69.0,2,182,34.9,1,0,2,0.0,44,DEF
Samuel,Edozie,0,0,23,554,9,110.3,89.2,133.0,0,82,33.2,1,0,0,0.0,46,MID
Lewis,Payne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ryan,Finnigan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jimmy,Morgan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Mislav,Orsic,0,0,1,6,0,0.3,2.0,0.0,0,4,0.2,0,0,0,0.0,51,MID
Carlos,Alcaraz,4,2,55,1024,25,87.2,238.4,199.0,4,155,52.2,0,0,3,0.0,50,MID
James,Bree,0,0,4,366,12,66.2,63.8,11.0,0,51,14.0,0,0,1,0.0,45,DEF
Kamaldeen,Sulemana,2,1,45,959,20,187.3,176.6,212.0,3,133,57.6,3,0,1,0.0,49,MID
Paul,Onuachu,0,0,14,401,7,52.8,30.2,126.0,0,23,20.6,1,0,0,0.0,53,FWD
Kamari,Doyle,0,0,1,6,0,0.3,0.0,0.0,0,1,0.0,0,0,0,0.0,45,MID
Dominic,Ballard,0,0,2,24,0,0.6,1.0,0.0,0,4,0.1,0,0,0,0.0,45,FWD
Samuel,Amo-Ameyaw,0,0,1,3,0,10.8,5.2,0.0,0,6,1.6,0,0,0,0.0,45,MID
Hugo,Lloris,0,0,89,2205,39,0.0,540.0,0.0,12,456,54.0,7,0,0,3.2,54,GK
Fraser,Forster,0,0,40,1215,24,0.0,267.8,0.0,1,222,26.9,3,0,1,4.4,39,GK
Harry,Kane,30,9,263,3406,62,759.6,1342.0,1760.0,48,1008,386.3,11,0,6,32.7,115,FWD
Son,Heung-min,10,6,152,2886,55,852.0,732.6,919.0,8,471,250.2,9,0,2,6.4,115,MID
Matt,Doherty,1,0,35,663,9,110.5,147.0,146.0,2,147,40.3,3,0,0,0.3,46,DEF
Eric,Dier,2,1,96,2816,52,112.3,653.2,235.0,5,569,100.1,9,0,3,4.8,50,DEF
Lucas,Rodrigues Moura da Silva,1,0,17,145,5,55.9,65.0,60.0,0,55,18.0,0,1,0,0.2,58,MID
Ben,Davies,2,3,99,2284,33,291.8,434.0,172.0,3,470,89.9,9,0,4,1.0,47,DEF
Pierre-Emile,Højbjerg,4,5,120,3131,57,501.7,758.0,237.0,10,629,150.0,10,0,5,1.8,53,MID
Harry,Winks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,44,MID
Davinson,Sánchez,0,0,28,848,17,40.0,213.8,56.0,1,166,31.0,2,0,1,0.5,42,DEF
Ryan,Sessegnon,2,1,35,805,15,103.0,148.6,290.0,0,121,54.3,1,0,4,0.5,44,DEF
Steven,Bergwijn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID
Sergio,Reguilón,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42,DEF
Japhet,Tanganga,0,0,4,145,5,6.2,27.6,0.0,0,32,3.3,0,0,0,2.5,38,DEF
Rodrigo,Bentancur,5,2,71,1501,24,180.2,489.6,236.0,7,342,90.7,6,0,8,0.3,53,MID
Oliver,Skipp,1,0,43,1489,28,157.5,222.4,52.0,1,199,43.4,4,0,7,0.1,43,MID
Joe,Rodon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Cristian,Romero,0,2,66,2363,41,136.2,546.2,91.0,3,447,77.3,8,1,9,1.4,49,DEF
Yves,Bissouma,0,0,27,998,20,137.0,129.8,24.0,0,176,29.0,1,0,6,0.2,47,MID
Emerson,Leite de Souza Junior,2,2,86,1729,27,181.6,403.6,234.0,9,402,82.1,7,1,2,1.8,48,DEF
Dejan,Kulusevski,2,7,96,2062,40,639.4,410.8,514.0,5,310,156.0,8,0,2,3.6,78,MID
Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Ivan,Perišić,1,8,94,2099,44,732.8,517.8,394.0,6,430,164.2,6,0,6,14.7,53,DEF
Harvey,White,0,0,1,4,0,7.3,2.0,0.0,0,4,0.9,0,0,0,0.3,44,MID
Pape Matar,Sarr,0,1,14,211,11,26.8,55.4,4.0,0,60,8.6,0,0,1,0.5,42,MID
Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK
Alfie,Devine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Troy,Parrott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Richarlison,de Andrade,1,5,54,995,18,221.5,209.8,435.0,2,165,86.3,3,0,3,0.8,84,FWD
Clément,Lenglet,0,2,63,2018,35,136.9,422.2,130.0,6,387,68.9,5,0,4,0.3,48,DEF
Djed,Spence,0,0,4,5,0,1.3,0.2,20.0,0,10,2.2,0,0,0,0.2,41,DEF
Bryan,Gil Salvatierra,0,1,9,146,1,27.5,30.4,27.0,0,22,8.5,1,0,1,0.0,50,MID
Arnaut,Danjuma,1,0,15,162,5,25.1,53.2,71.0,0,43,14.8,0,0,0,0.0,61,MID
Pedro,Porro,3,3,59,1132,26,403.7,330.4,175.0,5,253,90.9,2,0,0,1.1,48,DEF
Romaine,Mundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
George,Abbott,0,0,1,1,0,0.1,1.0,0.0,0,3,0.1,0,0,0,0.0,45,MID
Matthew,Craig,0,0,1,13,0,0.6,8.0,0.0,0,3,0.9,0,0,0,0.0,45,MID
Yago,de Santiago Alonso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Danny,Ings,8,2,97,1579,26,207.1,412.2,620.0,13,317,123.7,5,0,4,1.4,63,FWD
Lukasz,Fabianski,0,0,127,3111,48,0.0,772.0,0.0,10,622,77.0,9,0,1,1.2,49,GK
Angelo,Ogbonna,0,0,44,1234,19,35.2,212.8,24.0,4,217,27.4,4,0,0,0.1,44,DEF
Aaron,Cresswell,0,1,74,2235,32,635.3,421.4,81.0,8,439,114.2,6,0,3,1.5,47,DEF
Michail,Antonio,5,3,84,1822,29,209.0,305.8,579.0,4,222,109.1,5,0,2,1.5,69,FWD
Manuel,Lanzini,1,0,17,243,5,23.7,51.6,37.0,1,63,11.1,0,0,0,0.1,50,MID
Kurt,Zouma,2,1,88,1988,29,18.7,415.0,239.0,8,385,67.4,7,0,0,1.4,44,DEF
Arthur,Masuaku,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Vladimir,Coufal,0,2,58,2135,35,371.2,389.0,58.0,2,327,82.1,4,0,5,1.0,40,DEF
Saïd,Benrahma,6,3,106,2059,32,640.4,517.4,669.0,5,360,182.7,6,0,0,1.1,55,MID
Jarrod,Bowen,6,9,145,3232,50,686.4,630.2,1099.0,9,431,241.8,9,0,2,3.3,80,MID
Nikola,Vlasic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Declan,Rice,4,3,116,3272,50,539.3,789.0,226.0,12,622,155.5,9,0,5,3.2,47,MID
Tomas,Soucek,2,4,100,2811,42,230.1,565.6,472.0,6,364,127.1,8,0,3,0.6,50,MID
Pablo,Fornals Malla,3,1,71,1493,28,317.9,272.0,212.0,6,282,79.9,1,0,0,0.3,49,MID
Ben,Johnson,0,0,29,860,13,76.8,161.6,20.0,1,164,25.9,2,0,0,0.1,44,DEF
Nayef,Aguerd,2,0,58,1594,28,67.9,428.2,118.0,5,320,61.4,5,0,4,0.4,48,DEF
Alphonse,Areola,0,0,7,307,7,0.0,69.4,0.0,0,42,6.8,0,0,0,0.9,43,GK
Flynn,Downes,0,0,27,752,14,42.8,68.2,51.0,0,104,16.0,1,0,2,0.3,42,MID
Gianluca,Scamacca,3,0,41,921,12,160.7,151.8,312.0,7,110,62.0,3,0,3,0.6,66,FWD
Emerson,Palmieri dos Santos,1,0,39,1317,28,204.8,233.4,183.0,2,209,62.4,2,0,2,1.3,40,DEF
Conor,Coventry,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,44,MID
Armstrong,Oko-Flex,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
